feature,importance
Bollinger_%b,0.09243204
Stochastic_K,0.09154148
SMA_50,0.08907089
EMA_20,0.08712963
Bollinger_High,0.071990915
RSI,0.071287595
Bollinger_Low,0.05278831
return_lag_2,0.051906347
Bollinger_Width,0.04654932
return,0.043190703
MACD,0.04315628
return_lag_5,0.042982716
return_lag_1,0.041181985
Stochastic_D,0.035991084
ADX,0.03294211
MACD_Hist,0.031702004
MACD_Signal,0.030905887
SMA_200,0.025815755
SMA_20,0.017434962
