feature,importance
Stochastic_K,0.0032419682372461073
Bollinger_%b,0.0018356536019265854
Stochastic_D,0.001059108222201332
return,0.00044193707896457695
return_lag_2,0.00021674762658394553
MACD_Hist,0.00017647832989718437
return_lag_5,5.120135748000226e-05
return_lag_1,3.1098701186373185e-06
Bollinger_Width,0.0
RSI,0.0
SMA_20,0.0
SMA_50,0.0
Bollinger_High,0.0
ADX,0.0
MACD_Signal,0.0
MACD,0.0
EMA_20,0.0
SMA_200,0.0
Bollinger_Low,0.0
