feature,importance
Bollinger_%b,0.08839215
return_lag_2,0.07887104
Bollinger_Low,0.071083926
Bollinger_High,0.07048279
Stochastic_K,0.06261023
MACD_Hist,0.059862565
return_lag_5,0.05702113
EMA_20,0.05696381
RSI,0.05459759
MACD,0.054468106
return,0.049550895
MACD_Signal,0.049378622
return_lag_1,0.048158187
SMA_50,0.039403863
SMA_200,0.039097648
Bollinger_Width,0.033040598
ADX,0.029284338
SMA_20,0.028971273
Stochastic_D,0.028761312
