feature,importance
SMA_20,0.0
Bollinger_Width,0.0
return_lag_2,0.0
return_lag_1,0.0
return,0.0
Stochastic_D,0.0
Stochastic_K,0.0
RSI,0.0
Bollinger_%b,0.0
Bollinger_Low,0.0
SMA_50,0.0
Bollinger_High,0.0
ADX,0.0
MACD_Hist,0.0
MACD_Signal,0.0
MACD,0.0
EMA_20,0.0
SMA_200,0.0
return_lag_5,0.0
