feature,importance
Stochastic_K,0.002852028923520007
Bollinger_%b,0.0017539659793413128
Stochastic_D,0.0007663118863264143
return,0.000336372388053647
return_lag_2,0.00018369183583888583
MACD_Hist,0.00017425639370099267
return_lag_1,2.8384365204013543e-05
return_lag_5,2.3962256683204326e-05
Bollinger_Width,0.0
RSI,0.0
SMA_20,0.0
SMA_50,0.0
Bollinger_High,0.0
ADX,0.0
MACD_Signal,0.0
MACD,0.0
EMA_20,0.0
SMA_200,0.0
Bollinger_Low,0.0
