feature,importance
Stochastic_K,0.0023295905609146818
Bollinger_%b,0.001600264212316161
Stochastic_D,0.0004906957298911204
return,0.0001885785408356277
return_lag_5,0.00015278310120549722
Bollinger_Width,0.00014643557403608596
SMA_200,8.794672968996088e-05
return_lag_2,8.257918324118369e-06
return_lag_1,0.0
RSI,0.0
SMA_20,0.0
SMA_50,0.0
Bollinger_High,0.0
ADX,0.0
MACD_Hist,0.0
MACD_Signal,0.0
MACD,0.0
EMA_20,0.0
Bollinger_Low,0.0
