feature,importance
Bollinger_High,0.07459146
MACD_Signal,0.07382288
Bollinger_Low,0.07153098
Bollinger_Width,0.06431243
MACD,0.0627711
SMA_50,0.06268086
ADX,0.05966934
EMA_20,0.05835758
RSI,0.058150057
MACD_Hist,0.055418584
SMA_200,0.054607883
Stochastic_D,0.052690025
Stochastic_K,0.04768619
SMA_20,0.04695613
Bollinger_%b,0.045027908
return_lag_1,0.036690723
return_lag_5,0.03209728
return,0.028071698
return_lag_2,0.014866919
