feature,importance
SMA_50,0.0868473
EMA_20,0.079711266
Stochastic_D,0.074346386
Bollinger_Low,0.0681861
Stochastic_K,0.06423326
Bollinger_%b,0.061598007
Bollinger_High,0.056984834
MACD,0.05203045
RSI,0.049313743
MACD_Hist,0.049017947
ADX,0.047995035
SMA_200,0.046394352
MACD_Signal,0.044267744
return_lag_2,0.04226612
return_lag_5,0.03995999
SMA_20,0.038397636
return,0.03758204
Bollinger_Width,0.03700805
return_lag_1,0.02385975
