feature,importance
Bollinger_High,0.07934913
MACD_Signal,0.07472034
MACD,0.071822494
RSI,0.06947583
MACD_Hist,0.06862333
Bollinger_Low,0.068260156
ADX,0.064299434
SMA_200,0.056755442
Bollinger_Width,0.055890746
Stochastic_K,0.04682879
Stochastic_D,0.044635963
SMA_50,0.04329322
Bollinger_%b,0.042083673
SMA_20,0.041537974
return_lag_2,0.037949447
return,0.037932724
EMA_20,0.037670393
return_lag_1,0.030897427
return_lag_5,0.02797348
